DATE,BAMLC0A0CM,BAMLC0A0CMEY
2004-01-27,0.92,4.23
2004-01-28,0.91,4.35
2004-01-29,0.92,4.36
2004-01-30,0.92,4.32
2004-01-31,0.93,4.35
2004-02-02,0.93,4.35
2004-02-03,0.94,4.30
2004-02-04,0.94,4.32
2004-02-05,0.94,4.38
2004-02-06,0.94,4.30
2004-02-09,0.93,4.27
2004-02-10,0.93,4.31
2004-02-11,0.95,4.23
2004-02-12,0.94,4.26
2004-02-13,0.94,4.22
2004-02-16,0.94,4.21
2004-02-17,0.94,4.22
2004-02-18,0.94,4.22
2004-02-19,0.94,4.22
2004-02-20,0.95,4.27
2004-02-23,0.94,4.22
2004-02-24,0.95,4.21
2004-02-25,0.96,4.19
2004-02-26,0.95,4.22
2004-02-27,0.95,4.17
2004-02-29,0.96,4.20
2004-03-01,0.95,4.20
2004-03-02,0.94,4.25
2004-03-03,0.95,4.27
2004-03-04,0.95,4.24
2004-03-05,0.95,4.06
2004-03-08,0.95,4.01
2004-03-09,0.95,3.97
2004-03-10,0.96,3.99
2004-03-11,0.97,4.00
2004-03-12,0.96,4.01
2004-03-15,0.96,4.02
2004-03-16,0.97,3.95
2004-03-17,0.97,3.95
2004-03-18,0.96,4.00
2004-03-19,0.96,4.03
2004-03-22,0.97,3.97
2004-03-23,0.96,3.97
2004-03-24,0.98,3.97
2004-03-25,0.97,3.99
2004-03-26,0.97,4.07
2004-03-29,0.96,4.10
2004-03-30,0.95,4.11
2004-03-31,0.96,4.09
2004-04-01,0.96,4.15
2004-04-02,0.94,4.36
2004-04-05,0.94,4.42
2004-04-06,0.94,4.38
2004-04-07,0.94,4.38
2004-04-08,0.93,4.40
2004-04-09,.,.
2004-04-12,0.92,4.41
2004-04-13,0.91,4.51
2004-04-14,0.92,4.57
2004-04-15,0.90,4.59
2004-04-16,0.90,4.54
2004-04-19,0.94,4.57
2004-04-20,0.94,4.61
2004-04-21,0.91,4.63
2004-04-22,0.91,4.57
2004-04-23,0.87,4.67
2004-04-26,0.89,4.64
2004-04-27,0.89,4.61
2004-04-28,0.90,4.68
2004-04-29,0.91,4.75
2004-04-30,0.91,4.74
2004-05-03,0.91,4.73
2004-05-04,0.92,4.77
2004-05-05,0.93,4.80
2004-05-06,0.95,4.85
2004-05-07,0.94,5.04
2004-05-10,0.97,5.06
2004-05-11,0.97,5.05
2004-05-12,0.98,5.07
2004-05-13,0.98,5.12
2004-05-14,0.98,5.05
2004-05-17,0.99,4.97
2004-05-18,0.98,5.00
2004-05-19,0.98,5.05
2004-05-20,0.98,4.99
2004-05-21,0.98,5.03
2004-05-24,0.98,5.01
2004-05-25,0.98,5.00
2004-05-26,0.99,4.94
2004-05-27,0.98,4.87
2004-05-28,0.97,4.93
2004-05-31,0.98,4.98
2004-06-01,0.99,5.02
2004-06-02,0.99,5.06
2004-06-03,1.00,5.05
2004-06-04,0.99,5.11
2004-06-07,0.99,5.09
2004-06-08,0.98,5.09
2004-06-09,0.98,5.14
2004-06-10,0.98,5.13
2004-06-11,0.98,5.13
2004-06-14,0.98,5.22
2004-06-15,0.98,5.04
2004-06-16,0.98,5.08
2004-06-17,0.97,5.05
2004-06-18,0.97,5.06
2004-06-21,0.97,5.04
2004-06-22,0.97,5.05
2004-06-23,0.97,5.04
2004-06-24,0.97,4.99
2004-06-25,0.98,4.99
2004-06-28,0.97,5.08
2004-06-29,0.98,5.05
2004-06-30,0.99,5.03
2004-07-01,1.00,4.96
2004-07-02,1.00,4.87
2004-07-05,1.00,4.86
2004-07-06,0.99,4.88
2004-07-07,1.00,4.87
2004-07-08,1.00,4.86
2004-07-09,1.00,4.86
2004-07-12,0.99,4.84
2004-07-13,0.99,4.87
2004-07-14,0.99,4.88
2004-07-15,0.98,4.88
2004-07-16,0.98,4.76
2004-07-19,0.97,4.76
2004-07-20,0.96,4.85
2004-07-21,0.97,4.89
2004-07-22,0.97,4.87
2004-07-23,0.97,4.85
2004-07-26,0.96,4.89
2004-07-27,0.96,4.98
2004-07-28,0.96,4.97
2004-07-29,0.96,4.95
2004-07-30,0.96,4.86
2004-07-31,0.96,4.90
2004-08-02,0.99,4.90
2004-08-03,0.99,4.87
2004-08-04,0.99,4.87
2004-08-05,0.99,4.85
2004-08-06,1.00,4.66
2004-08-09,0.99,4.68
2004-08-10,0.99,4.74
2004-08-11,0.99,4.74
2004-08-12,0.99,4.71
2004-08-13,0.99,4.66
2004-08-16,0.99,4.69
2004-08-17,0.99,4.63
2004-08-18,0.98,4.65
2004-08-19,0.98,4.63
2004-08-20,0.98,4.65
2004-08-23,0.98,4.69
2004-08-24,0.97,4.69
2004-08-25,0.97,4.68
2004-08-26,0.97,4.64
2004-08-27,0.96,4.64
2004-08-30,0.96,4.60
2004-08-31,0.95,4.57
2004-09-01,0.96,4.56
2004-09-02,0.95,4.62
2004-09-03,0.94,4.72
2004-09-06,0.94,4.71
2004-09-07,0.94,4.67
2004-09-08,0.94,4.59
2004-09-09,0.94,4.62
2004-09-10,0.94,4.60
2004-09-13,0.93,4.58
2004-09-14,0.93,4.55
2004-09-15,0.93,4.58
2004-09-16,0.93,4.49
2004-09-17,0.92,4.54
2004-09-20,0.92,4.47
2004-09-21,0.91,4.47
2004-09-22,0.92,4.45
2004-09-23,0.91,4.50
2004-09-24,0.92,4.51
2004-09-27,0.92,4.48
2004-09-28,0.92,4.48
2004-09-29,0.92,4.55
2004-09-30,0.92,4.59
2004-10-01,0.91,4.63
2004-10-04,0.91,4.62
2004-10-05,0.91,4.61
2004-10-06,0.91,4.67
2004-10-07,0.91,4.69
2004-10-08,0.91,4.58
2004-10-11,0.91,4.57
2004-10-12,0.90,4.54
2004-10-13,0.91,4.51
2004-10-14,0.91,4.46
2004-10-15,0.91,4.50
2004-10-18,0.91,4.50
2004-10-19,0.91,4.50
2004-10-20,0.93,4.47
2004-10-21,0.93,4.49
2004-10-22,0.93,4.48
2004-10-25,0.93,4.46
2004-10-26,0.93,4.46
2004-10-27,0.92,4.55
2004-10-28,0.92,4.53
2004-10-29,0.91,4.48
2004-10-31,0.91,4.50
2004-11-01,0.92,4.56
2004-11-02,0.91,4.54
2004-11-03,0.91,4.53
2004-11-04,0.90,4.53
2004-11-05,0.89,4.65
2004-11-08,0.89,4.68
2004-11-09,0.89,4.68
2004-11-10,0.89,4.71
2004-11-11,0.89,4.71
2004-11-12,0.88,4.67
2004-11-15,0.88,4.66
2004-11-16,0.88,4.68
2004-11-17,0.88,4.61
2004-11-18,0.87,4.60
2004-11-19,0.87,4.68
2004-11-22,0.87,4.65
2004-11-23,0.86,4.67
2004-11-24,0.86,4.69
2004-11-25,0.85,4.69
2004-11-26,0.86,4.72
2004-11-29,0.85,4.79
2004-11-30,0.86,4.81
2004-12-01,0.86,4.82
2004-12-02,0.85,4.83
2004-12-03,0.86,4.72
2004-12-06,0.85,4.69
2004-12-07,0.85,4.69
2004-12-08,0.85,4.61
2004-12-09,0.85,4.63
2004-12-10,0.85,4.63
2004-12-13,0.85,4.63
2004-12-14,0.85,4.62
2004-12-15,0.84,4.57
2004-12-16,0.84,4.65
2004-12-17,0.84,4.67
2004-12-20,0.84,4.67
2004-12-21,0.83,4.64
2004-12-22,0.84,4.66
2004-12-23,0.84,4.67
2004-12-24,.,.
2004-12-27,0.83,4.73
2004-12-28,0.83,4.73
2004-12-29,0.83,4.76
2004-12-30,0.82,4.71
2004-12-31,0.83,4.71
2005-01-03,0.83,4.72
2005-01-04,0.83,4.79
2005-01-05,0.84,4.79
2005-01-06,0.84,4.78
2005-01-07,0.84,4.80
2005-01-10,0.84,4.80
2005-01-11,0.84,4.78
2005-01-12,0.84,4.77
2005-01-13,0.85,4.73
2005-01-14,0.85,4.76
2005-01-17,0.84,4.76
2005-01-18,0.84,4.75
2005-01-19,0.85,4.75
2005-01-20,0.87,4.73
2005-01-21,0.87,4.71
2005-01-24,0.86,4.69
2005-01-25,0.85,4.74
2005-01-26,0.84,4.74
2005-01-27,0.84,4.76
2005-01-28,0.84,4.70
2005-01-31,0.85,4.73
2005-02-01,0.85,4.72
2005-02-02,0.84,4.73
2005-02-03,0.84,4.75
2005-02-04,0.83,4.66
2005-02-07,0.82,4.65
2005-02-08,0.82,4.64
2005-02-09,0.84,4.59
2005-02-10,0.84,4.67
2005-02-11,0.84,4.70
2005-02-14,0.83,4.68
2005-02-15,0.84,4.70
2005-02-16,0.83,4.76
2005-02-17,0.83,4.76
2005-02-18,0.82,4.83
2005-02-21,0.82,4.83
2005-02-22,0.82,4.84
2005-02-23,0.82,4.83
2005-02-24,0.81,4.85
2005-02-25,0.81,4.85
2005-02-28,0.81,4.95
2005-03-01,0.80,4.94
2005-03-02,0.79,4.94
2005-03-03,0.80,4.95
2005-03-04,0.79,4.90
2005-03-07,0.79,4.89
2005-03-08,0.79,4.95
2005-03-09,0.79,5.06
2005-03-10,0.79,5.03
2005-03-11,0.79,5.10
2005-03-14,0.79,5.09
2005-03-15,0.80,5.11
2005-03-16,0.83,5.11
2005-03-17,0.84,5.09
2005-03-18,0.84,5.12
2005-03-21,0.86,5.15
2005-03-22,0.87,5.24
2005-03-23,0.88,5.27
2005-03-24,0.88,5.25
2005-03-25,.,.
2005-03-28,0.88,5.29
2005-03-29,0.89,5.27
2005-03-30,0.91,5.26
2005-03-31,0.93,5.23
2005-04-01,0.93,5.18
2005-04-04,0.95,5.20
2005-04-05,0.94,5.21
2005-04-06,0.94,5.17
2005-04-07,0.94,5.20
2005-04-08,0.94,5.22
2005-04-11,0.97,5.22
2005-04-12,0.96,5.14
2005-04-13,0.98,5.15
2005-04-14,1.00,5.15
2005-04-15,1.02,5.09
2005-04-18,1.04,5.09
2005-04-19,1.04,5.04
2005-04-20,1.02,5.03
2005-04-21,1.00,5.11
2005-04-22,0.99,5.06
2005-04-25,1.00,5.07
2005-04-26,1.00,5.09
2005-04-27,1.00,5.06
2005-04-28,1.01,5.00
2005-04-29,1.02,5.05
2005-04-30,1.02,5.06
2005-05-02,1.03,5.05
2005-05-03,1.03,5.08
2005-05-04,1.03,5.05
2005-05-05,1.05,5.03
2005-05-06,1.07,5.17
2005-05-09,1.06,5.18
2005-05-10,1.06,5.12
2005-05-11,1.07,5.12
2005-05-12,1.08,5.10
2005-05-13,1.10,5.07
2005-05-16,1.10,5.08
2005-05-17,1.11,5.08
2005-05-18,1.11,5.04
2005-05-19,1.10,5.08
2005-05-20,1.09,5.10
2005-05-23,1.08,5.03
2005-05-24,1.09,5.01
2005-05-25,1.08,5.02
2005-05-26,1.07,5.02
2005-05-27,1.05,5.00
2005-05-30,1.05,5.00
2005-05-31,0.97,4.87
2005-06-01,0.97,4.77
2005-06-02,0.95,4.74
2005-06-03,0.95,4.82
2005-06-06,0.95,4.80
2005-06-07,0.95,4.76
2005-06-08,0.95,4.80
2005-06-09,0.96,4.84
2005-06-10,0.96,4.92
2005-06-13,0.95,4.94
2005-06-14,0.95,4.97
2005-06-15,0.94,4.96
2005-06-16,0.95,4.92
2005-06-17,0.94,4.93
2005-06-20,0.94,4.94
2005-06-21,0.94,4.90
2005-06-22,0.95,4.81
2005-06-23,0.96,4.83
2005-06-24,0.96,4.79
2005-06-27,0.96,4.78
2005-06-28,0.95,4.83
2005-06-29,0.95,4.85
2005-06-30,0.95,4.83
2005-07-01,0.95,4.91
2005-07-04,0.95,4.91
2005-07-05,0.94,4.97
2005-07-06,0.95,4.95
2005-07-07,0.94,4.91
2005-07-08,0.94,4.97
2005-07-11,0.93,4.96
2005-07-12,0.92,4.99
2005-07-13,0.92,5.01
2005-07-14,0.91,5.02
2005-07-15,0.91,5.01
2005-07-18,0.90,5.04
2005-07-19,0.90,5.01
2005-07-20,0.90,5.00
2005-07-21,0.89,5.08
2005-07-22,0.89,5.04
2005-07-25,0.88,5.06
2005-07-26,0.88,5.06
2005-07-27,0.88,5.08
2005-07-28,0.88,5.02
2005-07-29,0.87,5.09
2005-07-31,0.88,5.11
2005-08-01,0.88,5.13
2005-08-02,0.88,5.15
2005-08-03,0.88,5.12
2005-08-04,0.88,5.13
2005-08-05,0.88,5.21
2005-08-08,0.88,5.24
2005-08-09,0.88,5.22
2005-08-10,0.88,5.21
2005-08-11,0.89,5.16
2005-08-12,0.89,5.10
2005-08-15,0.88,5.12
2005-08-16,0.88,5.07
2005-08-17,0.88,5.11
2005-08-18,0.88,5.06
2005-08-19,0.88,5.05
2005-08-22,0.88,5.05
2005-08-23,0.88,5.03
2005-08-24,0.88,5.03
2005-08-25,0.88,5.01
2005-08-26,0.87,5.05
2005-08-29,0.87,5.04
2005-08-30,0.88,4.95
2005-08-31,0.88,4.88
2005-09-01,0.89,4.85
2005-09-02,0.89,4.86
2005-09-05,0.89,4.86
2005-09-06,0.89,4.91
2005-09-07,0.89,4.97
2005-09-08,0.89,4.98
2005-09-09,0.89,4.97
2005-09-12,0.89,5.00
2005-09-13,0.89,4.97
2005-09-14,0.89,4.99
2005-09-15,0.89,5.03
2005-09-16,0.89,5.08
2005-09-19,0.89,5.06
2005-09-20,0.89,5.08
2005-09-21,0.90,5.04
2005-09-22,0.90,5.03
2005-09-23,0.90,5.10
2005-09-26,0.89,5.14
2005-09-27,0.89,5.15
2005-09-28,0.89,5.13
2005-09-29,0.89,5.16
2005-09-30,0.89,5.21
2005-10-03,0.89,5.26
2005-10-04,0.89,5.25
2005-10-05,0.89,5.24
2005-10-06,0.89,5.24
2005-10-07,0.90,5.24
2005-10-10,0.90,5.24
2005-10-11,0.90,5.27
2005-10-12,0.91,5.33
2005-10-13,0.92,5.37
2005-10-14,0.92,5.38
2005-10-17,0.90,5.37
2005-10-18,0.89,5.35
2005-10-19,0.90,5.34
2005-10-20,0.90,5.34
2005-10-21,0.90,5.28
2005-10-24,0.90,5.33
2005-10-25,0.90,5.39
2005-10-26,0.91,5.47
2005-10-27,0.91,5.45
2005-10-28,0.91,5.46
2005-10-31,0.92,5.48
2005-11-01,0.93,5.50
2005-11-02,0.93,5.52
2005-11-03,0.92,5.56
2005-11-04,0.92,5.57
2005-11-07,0.92,5.56
2005-11-08,0.92,5.50
2005-11-09,0.92,5.56
2005-11-10,0.93,5.51
2005-11-11,0.93,5.51
2005-11-14,0.93,5.56
2005-11-15,0.93,5.52
2005-11-16,0.95,5.46
2005-11-17,0.96,5.44
2005-11-18,0.95,5.48
2005-11-21,0.95,5.44
2005-11-22,0.96,5.40
2005-11-23,0.95,5.45
2005-11-24,0.95,5.45
2005-11-25,0.95,5.41
2005-11-28,0.95,5.39
2005-11-29,0.95,5.45
2005-11-30,0.97,5.50
2005-12-01,0.96,5.52
2005-12-02,0.97,5.52
2005-12-05,0.97,5.56
2005-12-06,0.98,5.50
2005-12-07,0.98,5.53
2005-12-08,0.99,5.47
2005-12-09,0.98,5.54
2005-12-12,0.98,5.54
2005-12-13,0.98,5.53
2005-12-14,0.98,5.46
2005-12-15,0.98,5.47
2005-12-16,0.98,5.45
2005-12-19,0.98,5.45
2005-12-20,0.98,5.48
2005-12-21,0.99,5.51
2005-12-22,0.99,5.46
2005-12-23,0.99,5.41
2005-12-26,.,.
2005-12-27,0.99,5.38
2005-12-28,0.99,5.41
2005-12-29,1.00,5.41
2005-12-30,0.99,5.43
2005-12-31,0.92,5.36
2006-01-02,.,.
2006-01-03,0.92,5.32
2006-01-04,0.92,5.31
2006-01-05,0.92,5.31
2006-01-06,0.92,5.34
2006-01-09,0.92,5.34
2006-01-10,0.92,5.38
2006-01-11,0.92,5.41
2006-01-12,0.92,5.37
2006-01-13,0.93,5.31
2006-01-16,0.92,5.31
2006-01-17,0.94,5.29
2006-01-18,0.92,5.30
2006-01-19,0.92,5.34
2006-01-20,0.92,5.32
2006-01-23,0.92,5.32
2006-01-24,0.92,5.34
2006-01-25,0.91,5.42
2006-01-26,0.90,5.46
2006-01-27,0.90,5.44
2006-01-30,0.90,5.47
2006-01-31,0.90,5.47
2006-02-01,0.90,5.51
2006-02-02,0.89,5.50
2006-02-03,0.89,5.48
2006-02-06,0.89,5.49
2006-02-07,0.90,5.51
2006-02-08,0.90,5.54
2006-02-09,0.89,5.52
2006-02-10,0.89,5.56
2006-02-13,0.89,5.55
2006-02-14,0.89,5.58
2006-02-15,0.89,5.57
2006-02-16,0.88,5.56
2006-02-17,0.88,5.51
2006-02-20,0.88,5.51
2006-02-21,0.88,5.53
2006-02-22,0.88,5.51
2006-02-23,0.87,5.54
2006-02-24,0.88,5.54
2006-02-27,0.87,5.56
2006-02-28,0.90,5.53
2006-03-01,0.88,5.56
2006-03-02,0.87,5.60
2006-03-03,0.87,5.64
2006-03-06,0.87,5.68
2006-03-07,0.88,5.68
2006-03-08,0.88,5.68
2006-03-09,0.88,5.68
2006-03-10,0.88,5.70
2006-03-13,0.88,5.71
2006-03-14,0.88,5.63
2006-03-15,0.87,5.65
2006-03-16,0.88,5.57
2006-03-17,0.88,5.59
2006-03-20,0.88,5.58
2006-03-21,0.88,5.64
2006-03-22,0.88,5.64
2006-03-23,0.88,5.67
2006-03-24,0.88,5.62
2006-03-27,0.88,5.64
2006-03-28,0.88,5.72
2006-03-29,0.88,5.75
2006-03-30,0.88,5.79
2006-03-31,0.90,5.80
2006-04-03,0.90,5.81
2006-04-04,0.89,5.80
2006-04-05,0.89,5.77
2006-04-06,0.90,5.82
2006-04-07,0.89,5.88
2006-04-10,0.89,5.88
2006-04-11,0.89,5.85
2006-04-12,0.89,5.89
2006-04-13,0.89,5.94
2006-04-14,.,.
2006-04-17,0.89,5.91
2006-04-18,0.90,5.87
2006-04-19,0.89,5.90
2006-04-20,0.89,5.91
2006-04-21,0.89,5.90
2006-04-24,0.89,5.87
2006-04-25,0.88,5.94
2006-04-26,0.88,5.98
2006-04-27,0.88,5.94
2006-04-28,0.88,5.91
2006-04-30,0.89,5.92
2006-05-01,0.87,5.97
2006-05-02,0.87,5.95
2006-05-03,0.87,5.98
2006-05-04,0.87,5.99
2006-05-05,0.87,5.95
2006-05-08,0.87,5.97
2006-05-09,0.87,5.97
2006-05-10,0.87,5.98
2006-05-11,0.87,5.99
2006-05-12,0.87,6.04
2006-05-15,0.87,6.00
2006-05-16,0.88,5.96
2006-05-17,0.89,6.02
2006-05-18,0.90,5.95
2006-05-19,0.90,5.94
2006-05-22,0.90,5.93
2006-05-23,0.90,5.96
2006-05-24,0.91,5.94
2006-05-25,0.91,5.97
2006-05-26,0.91,5.95
2006-05-29,0.91,5.95
2006-05-30,0.91,5.99
2006-05-31,0.92,6.04
2006-06-01,0.92,6.04
2006-06-02,0.93,5.92
2006-06-05,0.93,5.96
2006-06-06,0.93,5.96
2006-06-07,0.93,5.98
2006-06-08,0.94,5.96
2006-06-09,0.94,5.95
2006-06-12,0.94,5.96
2006-06-13,0.95,5.94
2006-06-14,0.96,6.04
2006-06-15,0.95,6.09
2006-06-16,0.95,6.11
2006-06-19,0.96,6.13
2006-06-20,0.96,6.15
2006-06-21,0.96,6.15
2006-06-22,0.96,6.20
2006-06-23,0.96,6.22
2006-06-26,0.97,6.24
2006-06-27,0.97,6.21
2006-06-28,0.97,6.25
2006-06-29,0.97,6.19
2006-06-30,0.97,6.14
2006-07-03,0.97,6.15
2006-07-04,0.97,6.15
2006-07-05,0.97,6.22
2006-07-06,0.97,6.18
2006-07-07,0.97,6.13
2006-07-10,0.97,6.13
2006-07-11,0.97,6.11
2006-07-12,0.97,6.11
2006-07-13,0.97,6.08
2006-07-14,0.98,6.07
2006-07-17,0.98,6.08
2006-07-18,0.97,6.14
2006-07-19,0.97,6.07
2006-07-20,0.97,6.03
2006-07-21,0.97,6.04
2006-07-24,0.97,6.04
2006-07-25,0.97,6.07
2006-07-26,0.97,6.03
2006-07-27,0.97,6.03
2006-07-28,0.97,5.97
2006-07-31,0.98,5.97
2006-08-01,0.98,5.96
2006-08-02,0.98,5.94
2006-08-03,0.98,5.94
2006-08-04,0.98,5.89
2006-08-07,0.98,5.91
2006-08-08,0.98,5.91
2006-08-09,0.98,5.92
2006-08-10,0.98,5.93
2006-08-11,0.98,5.97
2006-08-14,0.97,5.99
2006-08-15,0.97,5.92
2006-08-16,0.97,5.87
2006-08-17,0.97,5.87
2006-08-18,0.97,5.84
2006-08-21,0.97,5.82
2006-08-22,0.97,5.82
2006-08-23,0.97,5.82
2006-08-24,0.97,5.82
2006-08-25,0.97,5.80
2006-08-28,0.97,5.82
2006-08-29,0.97,5.81
2006-08-30,0.97,5.78
2006-08-31,0.97,5.75
2006-09-01,0.98,5.74
2006-09-04,0.98,5.74
2006-09-05,0.97,5.78
2006-09-06,0.97,5.80
2006-09-07,0.97,5.79
2006-09-08,0.97,5.77
2006-09-11,0.97,5.80
2006-09-12,0.97,5.77
2006-09-13,0.97,5.76
2006-09-14,0.97,5.79
2006-09-15,0.96,5.80
2006-09-18,0.96,5.81
2006-09-19,0.97,5.74
2006-09-20,0.97,5.73
2006-09-21,0.97,5.66
2006-09-22,0.97,5.61
2006-09-25,0.97,5.58
2006-09-26,0.97,5.60
2006-09-27,0.97,5.61
2006-09-28,0.97,5.64
2006-09-29,0.97,5.64
2006-09-30,0.98,5.65
2006-10-02,0.98,5.63
2006-10-03,0.97,5.62
2006-10-04,0.98,5.58
2006-10-05,0.97,5.62
2006-10-06,0.97,5.70
2006-10-09,0.97,5.70
2006-10-10,0.97,5.76
2006-10-11,0.96,5.80
2006-10-12,0.96,5.79
2006-10-13,0.96,5.81
2006-10-16,0.96,5.79
2006-10-17,0.96,5.78
2006-10-18,0.96,5.77
2006-10-19,0.95,5.78
2006-10-20,0.95,5.78
2006-10-23,0.95,5.82
2006-10-24,0.95,5.82
2006-10-25,0.95,5.77
2006-10-26,0.95,5.72
2006-10-27,0.95,5.67
2006-10-30,0.95,5.67
2006-10-31,0.95,5.60
2006-11-01,0.95,5.55
2006-11-02,0.95,5.58
2006-11-03,0.94,5.69
2006-11-06,0.94,5.69
2006-11-07,0.93,5.64
2006-11-08,0.93,5.61
2006-11-09,0.93,5.61
2006-11-10,0.93,5.57
2006-11-13,0.92,5.59
2006-11-14,0.93,5.56
2006-11-15,0.92,5.61
2006-11-16,0.92,5.65
2006-11-17,0.93,5.59
2006-11-20,0.92,5.58
2006-11-21,0.92,5.57
2006-11-22,0.92,5.56
2006-11-23,0.92,5.56
2006-11-24,0.92,5.54
2006-11-27,0.93,5.53
2006-11-28,0.93,5.50
2006-11-29,0.92,5.51
2006-11-30,0.94,5.45
2006-12-01,0.94,5.41
2006-12-04,0.93,5.40
2006-12-05,0.93,5.41
2006-12-06,0.92,5.45
2006-12-07,0.92,5.45
2006-12-08,0.91,5.52
2006-12-11,0.92,5.49
2006-12-12,0.92,5.46
2006-12-13,0.92,5.54
2006-12-14,0.92,5.57
2006-12-15,0.92,5.57
2006-12-18,0.92,5.56
2006-12-19,0.92,5.57
2006-12-20,0.92,5.56
2006-12-21,0.92,5.52
2006-12-22,0.91,5.59
2006-12-25,.,.
2006-12-26,0.91,5.57
2006-12-27,0.91,5.62
2006-12-28,0.90,5.65
2006-12-29,0.90,5.67
2006-12-31,0.91,5.68
2007-01-01,.,.
2007-01-02,0.92,5.66
2007-01-03,0.91,5.63
2007-01-04,0.91,5.58
2007-01-05,0.91,5.61
2007-01-08,0.91,5.62
2007-01-09,0.91,5.62
2007-01-10,0.91,5.64
2007-01-11,0.90,5.69
2007-01-12,0.90,5.72
2007-01-15,0.90,5.72
2007-01-16,0.90,5.70
2007-01-17,0.89,5.73
2007-01-18,0.89,5.70
2007-01-19,0.89,5.72
2007-01-22,0.89,5.71
2007-01-23,0.88,5.74
2007-01-24,0.88,5.74
2007-01-25,0.87,5.79
2007-01-26,0.88,5.81
2007-01-29,0.87,5.81
2007-01-30,0.87,5.80
2007-01-31,0.89,5.76
2007-02-01,0.88,5.77
2007-02-02,0.88,5.76
2007-02-05,0.88,5.74
2007-02-06,0.88,5.70
2007-02-07,0.88,5.67
2007-02-08,0.88,5.67
2007-02-09,0.87,5.71
2007-02-12,0.87,5.73
2007-02-13,0.87,5.74
2007-02-14,0.87,5.66
2007-02-15,0.87,5.63
2007-02-16,0.86,5.62
2007-02-19,0.86,5.62
2007-02-20,0.86,5.60
2007-02-21,0.86,5.61
2007-02-22,0.86,5.65
2007-02-23,0.86,5.60
2007-02-26,0.86,5.55
2007-02-27,0.89,5.45
2007-02-28,0.90,5.49
2007-03-01,0.89,5.49
2007-03-02,0.90,5.46
2007-03-05,0.91,5.48
2007-03-06,0.91,5.49
2007-03-07,0.91,5.47
2007-03-08,0.91,5.47
2007-03-09,0.90,5.55
2007-03-12,0.91,5.52
2007-03-13,0.92,5.46
2007-03-14,0.92,5.49
2007-03-15,0.92,5.51
2007-03-16,0.93,5.52
2007-03-19,0.93,5.55
2007-03-20,0.93,5.53
2007-03-21,0.94,5.49
2007-03-22,0.93,5.55
2007-03-23,0.93,5.58
2007-03-26,0.93,5.55
2007-03-27,0.93,5.56
2007-03-28,0.93,5.57
2007-03-29,0.93,5.59
2007-03-30,0.93,5.60
2007-03-31,0.95,5.62
2007-04-02,0.94,5.61
2007-04-03,0.94,5.63
2007-04-04,0.95,5.62
2007-04-05,0.95,5.64
2007-04-06,.,.
2007-04-09,0.94,5.71
2007-04-10,0.94,5.69
2007-04-11,0.93,5.70
2007-04-12,0.93,5.70
2007-04-13,0.93,5.73
2007-04-16,0.93,5.70
2007-04-17,0.94,5.65
2007-04-18,0.94,5.62
2007-04-19,0.94,5.62
2007-04-20,0.93,5.62
2007-04-23,0.93,5.60
2007-04-24,0.93,5.57
2007-04-25,0.93,5.60
2007-04-26,0.93,5.64
2007-04-27,0.93,5.65
2007-04-30,0.94,5.59
2007-05-01,0.94,5.60
2007-05-02,0.94,5.61
2007-05-03,0.94,5.64
2007-05-04,0.94,5.61
2007-05-07,0.94,5.61
2007-05-08,0.94,5.60
2007-05-09,0.94,5.65
2007-05-10,0.94,5.62
2007-05-11,0.93,5.64
2007-05-14,0.93,5.66
2007-05-15,0.93,5.67
2007-05-16,0.93,5.67
2007-05-17,0.93,5.71
2007-05-18,0.92,5.76
2007-05-21,0.93,5.75
2007-05-22,0.92,5.78
2007-05-23,0.92,5.81
2007-05-24,0.92,5.80
2007-05-25,0.92,5.81
2007-05-28,.,.
2007-05-29,0.92,5.84
2007-05-30,0.93,5.84
2007-05-31,0.94,5.87
2007-06-01,0.94,5.93
2007-06-04,0.94,5.90
2007-06-05,0.94,5.95
2007-06-06,0.94,5.94
2007-06-07,0.95,6.05
2007-06-08,0.96,6.07
2007-06-11,0.96,6.08
2007-06-12,0.96,6.18
2007-06-13,0.96,6.14
2007-06-14,0.95,6.16
2007-06-15,0.95,6.11
2007-06-18,0.95,6.08
2007-06-19,0.95,6.03
2007-06-20,0.95,6.06
2007-06-21,0.96,6.10
2007-06-22,0.97,6.07
2007-06-25,0.97,6.02
2007-06-26,0.98,6.05
2007-06-27,0.98,6.02
2007-06-28,0.99,6.07
2007-06-29,0.99,5.99
2007-06-30,1.00,6.01
2007-07-02,1.01,5.98
2007-07-03,1.00,6.03
2007-07-04,1.00,6.03
2007-07-05,1.00,6.12
2007-07-06,1.00,6.16
2007-07-09,1.00,6.12
2007-07-10,1.01,6.02
2007-07-11,1.02,6.06
2007-07-12,1.02,6.10
2007-07-13,1.02,6.10
2007-07-16,1.03,6.04
2007-07-17,1.03,6.08
2007-07-18,1.04,6.02
2007-07-19,1.05,6.04
2007-07-20,1.08,6.00
2007-07-23,1.09,6.02
2007-07-24,1.10,6.01
2007-07-25,1.12,5.99
2007-07-26,1.25,5.97
2007-07-27,1.28,6.01
2007-07-30,1.28,6.04
2007-07-31,1.29,6.02
2007-08-01,1.29,6.02
2007-08-02,1.29,6.02
2007-08-03,1.30,5.96
2007-08-06,1.32,6.02
2007-08-07,1.32,6.04
2007-08-08,1.30,6.13
