DATE,BAMLC0A0CM,BAMLC0A0CMEY
1996-12-31,0.60,7.09
1997-01-01,.,.
1997-01-02,0.60,7.10
1997-01-03,0.61,7.09
1997-01-06,0.61,7.11
1997-01-07,0.61,7.13
1997-01-08,0.60,7.15
1997-01-09,0.62,7.09
1997-01-10,0.73,7.20
1997-01-13,0.61,7.19
1997-01-14,0.61,7.11
1997-01-15,0.61,7.10
1997-01-16,0.60,7.14
1997-01-17,0.60,7.13
1997-01-20,0.60,7.13
1997-01-21,0.61,7.09
1997-01-22,0.60,7.12
1997-01-23,0.60,7.15
1997-01-24,0.60,7.19
1997-01-27,0.60,7.23
1997-01-28,0.60,7.19
1997-01-29,0.60,7.18
1997-01-30,0.60,7.16
1997-01-31,0.61,7.09
1997-02-03,0.61,7.02
1997-02-04,0.61,7.01
1997-02-05,0.60,7.03
1997-02-06,0.60,7.04
1997-02-07,0.61,6.98
1997-02-10,0.60,6.98
1997-02-11,0.60,6.98
1997-02-12,0.60,7.00
1997-02-13,0.60,6.91
1997-02-14,0.59,6.86
1997-02-17,.,.
1997-02-18,0.59,6.87
1997-02-19,0.60,6.90
1997-02-20,0.59,6.96
1997-02-21,0.59,6.95
1997-02-24,0.59,6.98
1997-02-25,0.59,6.98
1997-02-26,0.59,7.14
1997-02-27,0.59,7.15
1997-02-28,0.59,7.16
1997-03-03,0.57,7.17
1997-03-04,0.56,7.20
1997-03-05,0.56,7.19
1997-03-06,0.56,7.22
1997-03-07,0.57,7.16
1997-03-10,0.56,7.16
1997-03-11,0.56,7.17
1997-03-12,0.57,7.20
1997-03-13,0.57,7.31
1997-03-14,0.57,7.29
1997-03-17,0.57,7.30
1997-03-18,0.57,7.30
1997-03-19,0.56,7.32
1997-03-20,0.57,7.33
1997-03-21,0.57,7.33
1997-03-24,0.56,7.31
1997-03-25,0.57,7.34
1997-03-26,0.56,7.38
1997-03-27,0.56,7.48
1997-03-28,.,.
1997-03-31,0.57,7.50
1997-04-01,0.58,7.47
1997-04-02,0.58,7.47
1997-04-03,0.58,7.46
1997-04-04,0.58,7.52
1997-04-07,0.59,7.47
1997-04-08,0.59,7.50
1997-04-09,0.58,7.50
1997-04-10,0.58,7.50
1997-04-11,0.58,7.57
1997-04-14,0.58,7.58
1997-04-15,0.58,7.48
1997-04-16,0.58,7.50
1997-04-17,0.58,7.46
1997-04-18,0.58,7.44
1997-04-21,0.58,7.47
1997-04-22,0.60,7.46
1997-04-23,0.60,7.50
1997-04-24,0.59,7.54
1997-04-25,0.59,7.56
1997-04-28,0.60,7.53
1997-04-29,0.61,7.39
1997-04-30,0.59,7.33
1997-05-01,0.59,7.30
1997-05-02,0.59,7.28
1997-05-05,0.59,7.28
1997-05-06,0.59,7.29
1997-05-07,0.59,7.36
1997-05-08,0.59,7.33
1997-05-09,0.59,7.26
1997-05-12,0.59,7.25
1997-05-13,0.59,7.31
1997-05-14,0.57,7.26
1997-05-15,0.59,7.26
1997-05-16,0.58,7.29
1997-05-19,0.59,7.30
1997-05-20,0.59,7.28
1997-05-21,0.59,7.32
1997-05-22,0.58,7.34
1997-05-23,0.59,7.33
1997-05-26,.,.
1997-05-27,0.59,7.37
1997-05-28,0.59,7.38
1997-05-29,0.59,7.34
1997-05-30,0.60,7.27
1997-05-31,0.61,7.28
1997-06-02,0.60,7.26
1997-06-03,0.59,7.23
1997-06-04,0.59,7.23
1997-06-05,0.59,7.23
1997-06-06,0.59,7.13
1997-06-09,0.58,7.17
1997-06-10,0.58,7.19
1997-06-11,0.58,7.18
1997-06-12,0.58,7.09
1997-06-13,0.57,7.05
1997-06-16,0.57,7.02
1997-06-17,0.57,7.05
1997-06-18,0.57,7.02
1997-06-19,0.57,7.02
1997-06-20,0.57,7.00
1997-06-23,0.57,7.03
1997-06-24,0.57,7.03
1997-06-25,0.57,7.07
1997-06-26,0.57,7.11
1997-06-27,0.57,7.08
1997-06-30,0.58,7.13
1997-07-01,0.58,7.07
1997-07-02,0.57,7.05
1997-07-03,0.58,6.95
1997-07-04,.,.
1997-07-07,0.57,6.91
1997-07-08,0.57,6.91
1997-07-09,0.57,6.88
1997-07-10,0.57,6.89
1997-07-11,0.57,6.87
1997-07-14,0.56,6.89
1997-07-15,0.57,6.89
1997-07-16,0.57,6.83
1997-07-17,0.57,6.83
1997-07-18,0.56,6.87
1997-07-21,0.56,6.89
1997-07-22,0.57,6.78
1997-07-23,0.55,6.77
1997-07-24,0.56,6.78
1997-07-25,0.56,6.80
1997-07-28,0.56,6.76
1997-07-29,0.55,6.72
1997-07-30,0.55,6.67
1997-07-31,0.56,6.64
1997-08-01,0.56,6.81
1997-08-04,0.56,6.84
1997-08-05,0.56,6.85
1997-08-06,0.57,6.85
1997-08-07,0.55,6.86
1997-08-08,0.55,6.98
1997-08-11,0.56,6.98
1997-08-12,0.56,7.01
1997-08-13,0.57,6.98
1997-08-14,0.57,6.91
1997-08-15,0.57,6.90
1997-08-18,0.57,6.85
1997-08-19,0.57,6.85
1997-08-20,0.57,6.88
1997-08-21,0.57,6.94
1997-08-22,0.56,6.99
1997-08-25,0.57,7.01
1997-08-26,0.57,7.00
1997-08-27,0.57,7.01
1997-08-28,0.58,6.93
1997-08-29,0.57,6.97
1997-08-31,0.57,6.98
1997-09-01,.,.
1997-09-02,0.58,6.94
1997-09-03,0.58,6.97
1997-09-04,0.57,6.97
1997-09-05,0.58,6.99
1997-09-08,0.58,6.98
1997-09-09,0.58,6.99
1997-09-10,0.58,7.01
1997-09-11,0.58,7.03
1997-09-12,0.59,6.94
1997-09-15,0.58,6.93
1997-09-16,0.58,6.77
1997-09-17,0.58,6.75
1997-09-18,0.57,6.76
1997-09-19,0.57,6.75
1997-09-22,0.57,6.72
1997-09-23,0.57,6.75
1997-09-24,0.57,6.71
1997-09-25,0.57,6.78
1997-09-26,0.57,6.74
1997-09-29,0.57,6.75
1997-09-30,0.54,6.73
1997-10-01,0.55,6.66
1997-10-02,0.54,6.64
1997-10-03,0.53,6.61
1997-10-06,0.55,6.59
1997-10-07,0.54,6.56
1997-10-08,0.54,6.68
1997-10-09,0.54,6.70
1997-10-10,0.64,6.80
1997-10-13,0.64,6.80
1997-10-14,0.54,6.70
1997-10-15,0.54,6.73
1997-10-16,0.54,6.73
1997-10-17,0.55,6.80
1997-10-20,0.55,6.78
1997-10-21,0.55,6.79
1997-10-22,0.55,6.77
1997-10-23,0.57,6.70
1997-10-24,0.57,6.67
1997-10-27,0.60,6.54
1997-10-28,0.59,6.68
1997-10-29,0.59,6.60
1997-10-30,0.59,6.55
1997-10-31,0.67,6.62
1997-11-03,0.68,6.70
1997-11-04,0.68,6.74
1997-11-05,0.69,6.74
1997-11-06,0.70,6.71
1997-11-07,0.69,6.70
1997-11-10,0.69,6.71
1997-11-11,0.69,6.71
1997-11-12,0.69,6.69
1997-11-13,0.70,6.68
1997-11-14,0.70,6.67
1997-11-17,0.70,6.67
1997-11-18,0.71,6.67
1997-11-19,0.70,6.64
1997-11-20,0.71,6.66
1997-11-21,0.70,6.63
1997-11-24,0.71,6.67
1997-11-25,0.71,6.67
1997-11-26,0.71,6.68
1997-11-27,0.71,6.68
1997-11-28,0.72,6.69
1997-11-30,0.72,6.69
1997-12-01,0.72,6.69
1997-12-02,0.72,6.68
1997-12-03,0.72,6.66
1997-12-04,0.72,6.66
1997-12-05,0.72,6.73
1997-12-08,0.73,6.78
1997-12-09,0.73,6.76
1997-12-10,0.73,6.72
1997-12-11,0.72,6.65
1997-12-12,0.73,6.58
1997-12-15,0.75,6.65
1997-12-16,0.75,6.63
1997-12-17,0.75,6.67
1997-12-18,0.75,6.62
1997-12-19,0.73,6.57
1997-12-22,0.76,6.60
1997-12-23,0.77,6.61
1997-12-24,0.77,6.62
1997-12-25,.,.
1997-12-26,0.76,6.62
1997-12-29,0.76,6.63
1997-12-30,0.77,6.67
1997-12-31,0.70,6.56
1998-01-01,.,.
1998-01-02,0.71,6.49
1998-01-05,0.71,6.35
1998-01-06,0.72,6.33
1998-01-07,0.71,6.38
1998-01-08,0.71,6.30
1998-01-09,0.72,6.22
1998-01-12,0.72,6.22
1998-01-13,0.73,6.26
1998-01-14,0.73,6.29
1998-01-15,0.72,6.30
1998-01-16,0.73,6.37
1998-01-19,0.73,6.37
1998-01-20,0.73,6.39
1998-01-21,0.74,6.37
1998-01-22,0.73,6.38
1998-01-23,0.73,6.49
1998-01-26,0.74,6.45
1998-01-27,0.73,6.51
1998-01-28,0.75,6.52
1998-01-29,0.75,6.41
1998-01-30,0.77,6.40
1998-01-31,0.78,6.40
1998-02-02,0.78,6.44
1998-02-03,0.77,6.43
1998-02-04,0.78,6.43
1998-02-05,0.77,6.48
1998-02-06,0.78,6.48
1998-02-09,0.78,6.51
1998-02-10,0.78,6.50
1998-02-11,0.78,6.45
1998-02-12,0.77,6.44
1998-02-13,0.77,6.41
1998-02-16,0.76,6.41
1998-02-17,0.72,6.37
1998-02-18,0.76,6.41
1998-02-19,0.76,6.43
1998-02-20,0.76,6.44
1998-02-23,0.76,6.48
1998-02-24,0.76,6.58
1998-02-25,0.76,6.54
1998-02-26,0.76,6.56
1998-02-27,0.75,6.53
1998-02-28,0.76,6.53
1998-03-02,0.74,6.60
1998-03-03,0.74,6.65
1998-03-04,0.74,6.64
1998-03-05,0.74,6.65
1998-03-06,0.74,6.60
1998-03-09,0.73,6.56
1998-03-10,0.74,6.56
1998-03-11,0.74,6.53
1998-03-12,0.74,6.47
1998-03-13,0.73,6.48
1998-03-16,0.73,6.45
1998-03-17,0.73,6.47
1998-03-18,0.73,6.49
1998-03-19,0.73,6.49
1998-03-20,0.73,6.48
1998-03-23,0.73,6.48
1998-03-24,0.72,6.48
1998-03-25,0.73,6.54
1998-03-26,0.73,6.58
1998-03-27,0.73,6.58
1998-03-30,0.72,6.61
1998-03-31,0.72,6.54
1998-04-01,0.72,6.50
1998-04-02,0.72,6.45
1998-04-03,0.74,6.38
1998-04-06,0.73,6.42
1998-04-07,0.74,6.44
1998-04-08,0.72,6.46
1998-04-09,0.73,6.47
1998-04-10,.,.
1998-04-13,0.72,6.54
1998-04-14,0.72,6.50
1998-04-15,0.72,6.48
1998-04-16,0.72,6.46
1998-04-17,0.72,6.47
1998-04-20,0.73,6.53
1998-04-21,0.74,6.56
1998-04-22,0.74,6.56
1998-04-23,0.72,6.56
1998-04-24,0.72,6.54
1998-04-27,0.72,6.66
1998-04-28,0.72,6.67
1998-04-29,0.72,6.68
1998-04-30,0.72,6.55
1998-05-01,0.71,6.53
1998-05-04,0.71,6.54
1998-05-05,0.72,6.56
1998-05-06,0.72,6.52
1998-05-07,0.72,6.53
1998-05-08,0.72,6.56
1998-05-11,0.71,6.63
1998-05-12,0.72,6.56
1998-05-13,0.72,6.54
1998-05-14,0.71,6.56
1998-05-15,0.70,6.56
1998-05-18,0.71,6.52
1998-05-19,0.70,6.53
1998-05-20,0.71,6.50
1998-05-21,0.71,6.54
1998-05-22,0.71,6.53
1998-05-25,0.71,6.53
1998-05-26,0.70,6.48
1998-05-27,0.70,6.46
1998-05-28,0.70,6.47
1998-05-29,0.70,6.45
1998-05-31,0.71,6.45
1998-06-01,0.72,6.42
1998-06-02,0.72,6.44
1998-06-03,0.72,6.46
1998-06-04,0.72,6.48
1998-06-05,0.72,6.47
1998-06-08,0.72,6.47
1998-06-09,0.72,6.47
1998-06-10,0.72,6.41
1998-06-11,0.73,6.34
1998-06-12,0.73,6.33
1998-06-15,0.73,6.30
1998-06-16,0.73,6.36
1998-06-17,0.73,6.44
1998-06-18,0.72,6.41
1998-06-19,0.73,6.39
1998-06-22,0.72,6.37
1998-06-23,0.73,6.37
1998-06-24,0.73,6.37
1998-06-25,0.73,6.38
1998-06-26,0.73,6.37
1998-06-29,0.73,6.38
1998-06-30,0.75,6.39
1998-07-01,0.77,6.38
1998-07-02,0.77,6.36
1998-07-03,0.77,6.35
1998-07-06,0.76,6.33
1998-07-07,0.76,6.35
1998-07-08,0.76,6.37
1998-07-09,0.76,6.35
1998-07-10,0.79,6.37
1998-07-13,0.79,6.43
1998-07-14,0.80,6.45
1998-07-15,0.79,6.44
1998-07-16,0.79,6.47
1998-07-17,0.80,6.48
1998-07-20,0.81,6.46
1998-07-21,0.82,6.44
1998-07-22,0.83,6.46
1998-07-23,0.84,6.44
1998-07-24,0.86,6.47
1998-07-27,0.76,6.42
1998-07-28,0.74,6.42
1998-07-29,0.77,6.46
1998-07-30,0.79,6.48
1998-07-31,0.82,6.49
1998-08-03,0.81,6.43
1998-08-04,0.81,6.40
1998-08-05,0.81,6.40
1998-08-06,0.82,6.41
1998-08-07,0.81,6.37
1998-08-10,0.82,6.37
1998-08-11,0.82,6.34
1998-08-12,0.83,6.36
1998-08-13,0.82,6.40
1998-08-14,0.83,6.36
1998-08-17,0.83,6.36
1998-08-18,0.84,6.39
1998-08-19,0.84,6.39
1998-08-20,0.85,6.36
1998-08-21,0.86,6.30
1998-08-24,0.87,6.30
1998-08-25,0.87,6.27
1998-08-26,0.88,6.25
1998-08-27,0.89,6.19
1998-08-28,1.00,6.26
1998-08-31,1.27,6.48
1998-09-01,1.25,6.49
1998-09-02,1.26,6.52
1998-09-03,1.26,6.47
1998-09-04,1.26,6.46
1998-09-07,1.25,6.45
1998-09-08,1.23,6.47
1998-09-09,1.25,6.37
1998-09-10,1.26,6.21
1998-09-11,1.26,6.28
1998-09-14,1.25,6.31
1998-09-15,1.24,6.32
1998-09-16,1.26,6.31
1998-09-17,1.25,6.25
1998-09-18,1.25,6.20
1998-09-21,1.24,6.19
1998-09-22,1.25,6.24
1998-09-23,1.26,6.19
1998-09-24,1.27,6.15
1998-09-25,1.27,6.12
1998-09-28,1.27,6.14
1998-09-29,1.30,6.15
1998-09-30,1.32,6.02
1998-10-01,1.32,5.91
1998-10-02,1.35,5.93
1998-10-05,1.36,5.83
1998-10-06,1.35,5.89
1998-10-07,1.35,5.99
1998-10-08,1.34,6.13
1998-10-09,1.36,6.35
1998-10-12,1.37,6.36
1998-10-13,1.38,6.32
1998-10-14,1.39,6.21
1998-10-15,1.41,6.23
1998-10-16,1.40,6.08
1998-10-19,1.41,6.10
1998-10-20,1.41,6.17
1998-10-21,1.41,6.19
1998-10-22,1.40,6.23
1998-10-23,1.37,6.26
1998-10-26,1.40,6.26
1998-10-27,1.39,6.18
1998-10-28,1.40,6.16
1998-10-29,1.43,6.15
1998-10-30,1.46,6.26
1998-10-31,1.48,6.27
1998-11-02,1.46,6.38
1998-11-03,1.47,6.39
1998-11-04,1.47,6.51
1998-11-05,1.44,6.47
1998-11-06,1.43,6.58
1998-11-09,1.42,6.50
1998-11-10,1.41,6.45
1998-11-11,1.41,6.45
1998-11-12,1.41,6.41
1998-11-13,1.42,6.44
1998-11-16,1.41,6.46
1998-11-17,1.39,6.47
1998-11-18,1.40,6.44
1998-11-19,1.40,6.45
1998-11-20,1.39,6.43
1998-11-23,1.38,6.44
1998-11-24,1.36,6.43
1998-11-25,1.33,6.39
1998-11-26,1.33,6.38
1998-11-27,1.32,6.35
1998-11-30,1.23,6.16
1998-12-01,1.23,6.10
1998-12-02,1.23,6.04
1998-12-03,1.22,6.03
1998-12-04,1.23,6.09
1998-12-07,1.21,6.16
1998-12-08,1.21,6.07
1998-12-09,1.20,6.05
1998-12-10,1.21,6.01
1998-12-11,1.22,6.11
1998-12-14,1.25,6.08
1998-12-15,1.25,6.14
1998-12-16,1.25,6.10
1998-12-17,1.24,6.09
1998-12-18,1.23,6.10
1998-12-21,1.23,6.17
1998-12-22,1.24,6.23
1998-12-23,1.24,6.33
1998-12-24,1.25,6.38
1998-12-25,.,.
1998-12-28,1.29,6.33
1998-12-29,1.33,6.29
1998-12-30,1.47,6.27
1998-12-31,1.19,6.15
1999-01-01,.,.
1999-01-04,1.20,6.17
1999-01-05,1.21,6.23
1999-01-06,1.21,6.20
1999-01-07,1.20,6.24
1999-01-08,1.16,6.29
1999-01-11,1.14,6.32
1999-01-12,1.16,6.25
1999-01-13,1.17,6.18
1999-01-14,1.16,6.08
1999-01-15,1.17,6.15
1999-01-18,1.18,6.16
1999-01-19,1.16,6.18
1999-01-20,1.17,6.22
1999-01-21,1.19,6.17
1999-01-22,1.18,6.12
1999-01-25,1.17,6.14
1999-01-26,1.18,6.15
1999-01-27,1.19,6.15
1999-01-28,1.18,6.13
1999-01-29,1.15,6.09
1999-01-31,1.16,6.08
1999-02-01,1.16,6.17
1999-02-02,1.15,6.22
1999-02-03,1.16,6.26
1999-02-04,1.17,6.32
1999-02-05,1.14,6.34
1999-02-08,1.14,6.33
1999-02-09,1.17,6.30
1999-02-10,1.12,6.31
1999-02-11,1.12,6.32
1999-02-12,1.14,6.46
1999-02-15,1.13,6.46
1999-02-16,1.13,6.41
1999-02-17,1.12,6.37
1999-02-18,1.09,6.40
1999-02-19,1.10,6.43
1999-02-22,1.12,6.40
1999-02-23,1.10,6.46
1999-02-24,1.11,6.54
1999-02-25,1.08,6.64
1999-02-26,1.08,6.59
1999-02-28,1.09,6.59
1999-03-01,1.08,6.67
1999-03-02,1.09,6.62
1999-03-03,1.06,6.65
1999-03-04,1.07,6.69
1999-03-05,1.07,6.60
1999-03-08,1.06,6.58
1999-03-09,1.06,6.50
1999-03-10,1.06,6.52
1999-03-11,1.05,6.52
1999-03-12,1.06,6.48
1999-03-15,1.04,6.45
1999-03-16,1.04,6.41
1999-03-17,1.03,6.43
1999-03-18,1.03,6.41
1999-03-19,1.02,6.46
1999-03-22,1.02,6.49
1999-03-23,1.04,6.48
1999-03-24,1.03,6.45
1999-03-25,1.02,6.49
1999-03-26,1.02,6.49
1999-03-29,1.02,6.53
1999-03-30,1.02,6.47
1999-03-31,1.07,6.51
1999-04-01,1.03,6.54
1999-04-02,1.03,6.46
1999-04-05,1.04,6.46
1999-04-06,1.04,6.40
1999-04-07,1.04,6.41
1999-04-08,1.04,6.33
1999-04-09,1.05,6.34
1999-04-12,1.04,6.34
1999-04-13,1.05,6.39
1999-04-14,1.04,6.39
1999-04-15,1.04,6.41
1999-04-16,1.03,6.46
1999-04-19,1.02,6.41
1999-04-20,1.03,6.39
1999-04-21,1.03,6.40
1999-04-22,1.03,6.48
1999-04-23,1.03,6.47
1999-04-26,1.04,6.45
1999-04-27,1.04,6.44
1999-04-28,1.04,6.47
1999-04-29,1.05,6.42
1999-04-30,1.07,6.56
1999-05-03,1.04,6.56
1999-05-04,1.04,6.60
1999-05-05,1.04,6.58
1999-05-06,1.03,6.67
1999-05-07,1.03,6.69
1999-05-10,1.02,6.65
1999-05-11,1.02,6.71
1999-05-12,1.02,6.69
1999-05-13,1.02,6.60
1999-05-14,1.02,6.77
1999-05-17,1.01,6.80
1999-05-18,0.96,6.78
1999-05-19,1.02,6.77
1999-05-20,1.05,6.80
1999-05-21,1.04,6.74
1999-05-24,1.03,6.72
1999-05-25,1.06,6.76
1999-05-26,1.05,6.81
1999-05-27,1.05,6.88
1999-05-28,1.08,6.90
1999-05-31,1.09,6.91
1999-06-01,1.09,7.04
1999-06-02,1.08,7.04
1999-06-03,1.09,7.03
1999-06-04,1.09,7.04
1999-06-07,1.10,7.05
1999-06-08,1.10,7.07
1999-06-09,1.09,7.10
1999-06-10,1.09,7.15
1999-06-11,1.09,7.23
1999-06-14,1.10,7.20
1999-06-15,1.10,7.20
1999-06-16,1.10,7.15
1999-06-17,1.10,7.02
1999-06-18,1.10,7.07
1999-06-21,1.10,7.12
1999-06-22,1.10,7.16
1999-06-23,1.10,7.21
1999-06-24,1.10,7.25
1999-06-25,1.09,7.23
1999-06-28,1.09,7.18
1999-06-29,1.09,7.15
1999-06-30,1.15,7.07
1999-07-01,1.14,7.10
1999-07-02,1.13,7.09
1999-07-05,1.13,7.09
1999-07-06,1.13,7.13
1999-07-07,1.14,7.16
1999-07-08,1.14,7.10
1999-07-09,1.14,7.10
1999-07-12,1.14,7.00
1999-07-13,1.13,6.98
1999-07-14,1.13,7.01
1999-07-15,1.13,7.00
1999-07-16,1.13,6.96
1999-07-19,1.13,6.96
1999-07-20,1.13,6.93
1999-07-21,1.13,6.95
1999-07-22,1.13,7.04
1999-07-23,1.13,7.10
1999-07-26,1.16,7.14
1999-07-27,1.17,7.11
1999-07-28,1.16,7.11
1999-07-29,1.16,7.18
1999-07-30,1.21,7.26
1999-07-31,1.21,7.27
1999-08-02,1.21,7.27
1999-08-03,1.20,7.30
1999-08-04,1.21,7.29
1999-08-05,1.22,7.22
1999-08-06,1.21,7.36
1999-08-09,1.23,7.49
1999-08-10,1.24,7.51
1999-08-11,1.23,7.47
1999-08-12,1.23,7.48
1999-08-13,1.24,7.39
1999-08-16,1.23,7.38
1999-08-17,1.23,7.31
1999-08-18,1.24,7.29
1999-08-19,1.24,7.31
1999-08-20,1.24,7.29
1999-08-23,1.23,7.30
1999-08-24,1.23,7.24
1999-08-25,1.24,7.16
1999-08-26,1.25,7.19
1999-08-27,1.24,7.28
1999-08-30,1.24,7.38
1999-08-31,1.28,7.43
1999-09-01,1.28,7.42
1999-09-02,1.29,7.46
1999-09-03,1.28,7.34
1999-09-06,1.27,7.34
1999-09-07,1.28,7.40
1999-09-08,1.28,7.38
1999-09-09,1.27,7.41
1999-09-10,1.27,7.34
1999-09-13,1.26,7.35
1999-09-14,1.26,7.40
1999-09-15,1.25,7.37
1999-09-16,1.25,7.34
1999-09-17,1.25,7.31
1999-09-20,1.25,7.34
1999-09-21,1.25,7.36
1999-09-22,1.25,7.35
1999-09-23,1.24,7.28
1999-09-24,1.26,7.21
1999-09-27,1.26,7.28
1999-09-28,1.25,7.32
1999-09-29,1.25,7.39
1999-09-30,1.21,7.31
1999-10-01,1.21,7.40
1999-10-04,1.19,7.37
1999-10-05,1.29,7.44
1999-10-06,1.23,7.46
1999-10-07,1.21,7.46
1999-10-08,1.22,7.45
1999-10-11,1.20,7.45
1999-10-12,1.19,7.47
1999-10-13,1.23,7.52
1999-10-14,1.19,7.56
1999-10-15,1.14,7.48
1999-10-18,1.20,7.51
1999-10-19,1.24,7.55
1999-10-20,1.17,7.56
1999-10-21,1.22,7.57
1999-10-22,1.19,7.58
1999-10-25,1.14,7.59
1999-10-26,1.19,7.61
1999-10-27,1.16,7.56
1999-10-28,1.19,7.49
1999-10-29,1.17,7.38
1999-10-31,1.17,7.38
1999-11-01,1.21,7.42
1999-11-02,1.21,7.39
1999-11-03,1.21,7.37
1999-11-04,1.21,7.32
1999-11-05,1.22,7.28
1999-11-08,1.20,7.29
1999-11-09,1.20,7.30
1999-11-10,1.20,7.33
1999-11-11,1.22,7.33
1999-11-12,1.20,7.27
1999-11-15,1.21,7.28
1999-11-16,1.19,7.31
1999-11-17,1.21,7.38
1999-11-18,1.21,7.40
1999-11-19,1.21,7.40
1999-11-22,1.20,7.43
1999-11-23,1.20,7.42
1999-11-24,1.20,7.43
1999-11-25,1.20,7.43
1999-11-26,1.19,7.45
1999-11-29,1.17,7.50
1999-11-30,1.17,7.48
1999-12-01,1.17,7.50
1999-12-02,1.17,7.53
1999-12-03,1.17,7.46
1999-12-06,1.16,7.43
1999-12-07,1.17,7.39
1999-12-08,1.16,7.41
1999-12-09,1.17,7.41
1999-12-10,1.17,7.36
1999-12-13,1.18,7.39
1999-12-14,1.17,7.49
1999-12-15,1.17,7.52
1999-12-16,1.16,7.58
1999-12-17,1.16,7.59
1999-12-20,1.15,7.63
1999-12-21,1.15,7.64
1999-12-22,1.15,7.66
1999-12-23,1.15,7.67
1999-12-24,1.15,7.67
1999-12-27,1.15,7.65
1999-12-28,1.14,7.67
1999-12-29,1.12,7.62
1999-12-30,1.12,7.60
1999-12-31,1.16,7.70
2000-01-03,1.16,7.82
2000-01-04,1.16,7.75
2000-01-05,1.18,7.84
2000-01-06,1.18,7.79
2000-01-07,1.20,7.77
2000-01-10,1.18,7.80
2000-01-11,1.17,7.87
2000-01-12,1.16,7.89
2000-01-13,1.18,7.83
2000-01-14,1.19,7.89
2000-01-17,1.20,7.88
2000-01-18,1.19,7.92
2000-01-19,1.19,7.89
2000-01-20,1.18,7.92
2000-01-21,1.19,7.92
2000-01-24,1.19,7.84
2000-01-25,1.18,7.84
2000-01-26,1.18,7.84
2000-01-27,1.18,7.84
2000-01-28,1.17,7.83
2000-01-31,1.22,7.90
2000-02-01,1.21,7.86
2000-02-02,1.19,7.83
2000-02-03,1.20,7.72
2000-02-04,1.17,7.78
2000-02-07,1.18,7.89
2000-02-08,1.19,7.84
2000-02-09,1.20,7.89
2000-02-10,1.21,7.94
2000-02-11,1.21,7.90
2000-02-14,1.21,7.83
2000-02-15,1.21,7.86
2000-02-16,1.21,7.86
2000-02-17,1.20,7.88
2000-02-18,1.21,7.81
2000-02-21,1.21,7.81
2000-02-22,1.22,7.70
2000-02-23,1.21,7.79
2000-02-24,1.22,7.71
2000-02-25,1.22,7.70
2000-02-28,1.26,7.82
2000-02-29,1.29,7.86
2000-03-01,1.30,7.85
2000-03-02,1.31,7.87
2000-03-03,1.32,7.85
2000-03-06,1.32,7.88
2000-03-07,1.32,7.86
2000-03-08,1.32,7.86
2000-03-09,1.32,7.84
2000-03-10,1.31,7.88
2000-03-13,1.33,7.88
2000-03-14,1.34,7.82
2000-03-15,1.34,7.81
2000-03-16,1.34,7.78
2000-03-17,1.34,7.75
2000-03-20,1.34,7.75
2000-03-21,1.35,7.74
2000-03-22,1.35,7.73
2000-03-23,1.34,7.69
2000-03-24,1.34,7.80
2000-03-27,1.35,7.82
2000-03-28,1.37,7.81
2000-03-29,1.37,7.80
2000-03-30,1.45,7.79
2000-03-31,1.48,7.79
2000-04-03,1.48,7.75
2000-04-04,1.49,7.63
2000-04-05,1.49,7.67
2000-04-06,1.49,7.70
2000-04-07,1.51,7.67
2000-04-10,1.53,7.63
2000-04-11,1.55,7.73
2000-04-12,1.54,7.81
2000-04-13,1.55,7.78
2000-04-14,1.57,7.76
2000-04-17,1.55,7.81
2000-04-18,1.55,7.83
2000-04-19,1.55,7.79
2000-04-20,1.56,7.79
2000-04-21,.,.
2000-04-24,1.54,7.78
2000-04-25,1.55,7.91
2000-04-26,1.57,7.94
2000-04-27,1.59,8.06
2000-04-28,1.63,8.11
2000-04-30,1.61,8.09
2000-05-01,1.62,8.11
2000-05-02,1.62,8.15
2000-05-03,1.62,8.21
2000-05-04,1.61,8.26
2000-05-05,1.61,8.31
2000-05-08,1.62,8.38
2000-05-09,1.63,8.35
2000-05-10,1.64,8.31
2000-05-11,1.64,8.29
2000-05-12,1.65,8.38
2000-05-15,1.66,8.36
2000-05-16,1.68,8.34
2000-05-17,1.69,8.38
2000-05-18,1.68,8.45
2000-05-19,1.68,8.40
2000-05-22,1.68,8.33
2000-05-23,1.69,8.36
2000-05-24,1.69,8.38
2000-05-25,1.74,8.35
2000-05-26,1.73,8.30
2000-05-29,1.74,8.30
2000-05-30,1.74,8.35
2000-05-31,1.77,8.31
2000-06-01,1.77,8.21
2000-06-02,1.78,8.16
2000-06-05,1.75,8.10
2000-06-06,1.75,8.12
2000-06-07,1.72,8.09
2000-06-08,1.73,8.09
2000-06-09,1.72,8.09
2000-06-12,1.72,8.06
2000-06-13,1.71,8.06
2000-06-14,1.71,8.01
2000-06-15,1.70,8.00
2000-06-16,1.70,7.94
2000-06-19,1.69,7.95
2000-06-20,1.69,7.97
2000-06-21,1.68,8.04
2000-06-22,1.69,8.05
2000-06-23,1.68,8.10
2000-06-26,1.69,8.03
2000-06-27,1.69,8.03
2000-06-28,1.69,8.04
2000-06-29,1.69,7.97
2000-06-30,1.71,7.98
2000-07-03,1.71,7.93
2000-07-04,1.71,7.93
2000-07-05,1.71,7.92
2000-07-06,1.71,7.97
2000-07-07,1.71,7.93
2000-07-10,1.71,7.94
2000-07-11,1.70,7.96
2000-07-12,1.70,7.97
